id,username,name,description,following_count,followers_count,user_char,activity_level_frequency,following_agentid_list,mbti,previous_tweets,tweets_id,activity_level,created_at
65,user65,user_65,"Margaret 'Marge' Thompson, age 55, is a dedicated legal professional with a passion for justice and security. With over three decades of experience in law, public safety, corrections, and security, she has built a reputation for her meticulous attention to detail and unwavering commitment to the rule of law. Outside of her career, Marge is an avid reader who loves exploring the realms of business and science & technology. She's often found discussing the latest trends and innovations with like-minded individuals.",1,5480,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[130],ISTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
66,user66,user_66,"Hi there! I'm Emily, a dedicated ESFJ in the field of law and public safety. My passion for understanding and mitigating natural disasters has led me to a unique blend of law and emergency management. When I'm not working, I'm exploring health-related topics and staying active. Let's connect and share our stories!",1,822,,"[0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 2, 0]",[10],ESFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
67,user67,user_67,"Retired government official with a passion for public service and global health issues. I've dedicated my career to protecting and serving my community, and now I continue to stay informed about current events, particularly terrorism and war. Health is also a personal interest, as I've seen the impact it has on society over the years.",1,188,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[128],ISTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
68,user68,user_68,"28-year-old ISTJ with a passion for the intersection of arts and technology. A day in the life of an audio/visual wizard who loves to dive into the world of science and health. Always curious, always creating.",0,224,,"[0, 0, 0, 4, 2, 0, 1, 0, 0, 0, 2, 0, 0, 0, 7, 1, 2, 0, 1, 2, 2, 1, 0, 0]",[],ISTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
69,user69,user_69,"A dedicated Health Scientist with a passion for unraveling the mysteries of the human body and the wonders of the natural world. With a keen interest in science and technology, I'm constantly seeking to understand the science behind natural disasters. Let's explore and learn together!",1,82,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0]",[130],ISTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
70,user70,user_70,"Retired Human Services professional turned political and entertainment enthusiast. ISTJ at heart, I believe in order and tradition. Always eager to learn and engage in meaningful conversations.",0,822,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",[],ISTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
71,user71,user_71,"Hey there! I'm Emma, a 16-year-old ENTP with a passion for marketing and all things entertainment. My days are filled with brainstorming creative campaigns and staying up-to-date with the latest health trends. Whether I'm watching a new movie, trying out a new fitness routine, or planning my next marketing strategy, I'm always on the go! Let's connect and share our adventures!",1,148,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",[73],ENTP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
72,user72,user_72,Retired media technician with a passion for uncovering the truth behind urban legends and sharing educational insights. Always eager to learn and spread knowledge.,1,268,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[17],ISTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
73,user73,user_73,"Johnathon D. Taylor, a 69-year-old Human Services professional with a heart for helping others. With a deep interest in politics and natural disasters, he's dedicated to making a difference in the world around him. An ESFJ at heart, he's known for his empathy and strong sense of community.",1,139,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[127],ESFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
74,user74,user_74,"A dedicated civil servant at heart, John Michael Thompson, or as many know me, @TheUrbanTechMind, I am passionate about ensuring the smooth functioning of our community. With a keen interest in urban legends and the ever-evolving world of science and technology, I find my hobbies blend perfectly with my career in Government & Public Administration. Whether I'm uncovering the truth behind a local legend or diving into the latest tech trends, my goal is to bring clarity and innovation to the table. Let's connect and explore the fascinating intersections of our world!",1,5480,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[139],ISTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
75,user75,user_75,"John Michael Thompson, a 32-year-old ISFJ, is an enthusiastic educator and trainer with a passion for entertainment and health. With a background in education, he has a unique perspective on combining fun and wellness in learning. When not in the classroom, you can find him exploring the latest in entertainment or researching health trends.",1,149,,"[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[122],ISFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
76,user76,user_76,49-year-old tech wizard with a soft spot for the natural world. A self-proclaimed IT specialist turned environmental and health advocate. Passionate about understanding and mitigating the impact of natural disasters on human health. Always on the lookout for innovative solutions.,1,120,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[92],ISTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
77,user77,user_77,"32-year-old ENFP with a passion for agriculture and the environment. I'm always exploring the intersection of science, technology, and education to make a difference in the world. Let's grow together!",0,82,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",[],ENFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
78,user78,user_78,"Educator by day, disaster preparedness enthusiast by night. Passionate about health and wellness, always looking for ways to improve the world around me.",0,1344,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[],ENFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
79,user79,user_79,47-year-old logistics expert with a passion for the intricacies of the transportation industry. Always up-to-date with the latest political and business trends.,1,822,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[13],ESFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
80,user80,user_80,Health Science enthusiast with a passion for understanding the complexities of human health. Always seeking to learn more about the intersection of terrorism & war and how it affects public health. #HealthScience #TechTrends #GlobalHealth,1,708,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[23],ISFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
81,user81,user_81,Finance enthusiast with a heart for understanding the complexities of the world. Passionate about education and its power to shape the future. Obsessed with decoding the mysteries of terrorism and war. Always seeking knowledge and balance.,1,188,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",[127],ESFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
82,user82,user_82,"Hello, I'm Alexa! A 19-year-old ESTJ with a passion for agriculture and the natural world. I love exploring urban legends and natural disasters, and how they intertwine with the environment around us. When I'm not farming, you can find me researching these fascinating topics or sharing my findings on social media!",1,521,,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 2, 0, 0, 1, 0, 2, 4, 1, 0, 0]",[71],ESTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
83,user83,user_83,"John Doe, a 49-year-old finance professional, has a passion for deciphering the economic landscape and staying up-to-date with the latest in politics and entertainment. With a sharp analytical mind and a love for storytelling, he's always looking to share insights and engage in meaningful conversations.",0,2170,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 2, 0, 0, 0]",[],ENTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
84,user84,user_84,"27-year-old ISFP with a passion for shaping minds and understanding the world. Educator by day, philosopher by night. Exploring the complexities of Terrorism & War and the wonders of Science & Technology.",1,1449,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[137],ISFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
85,user85,user_85,"Hello, world! I'm Alexa, a 27-year-old traveler with a passion for the hospitality and tourism industry. As an ESFP, I'm always on the go, exploring new cultures and meeting fascinating people. My interests range from politics to understanding the complexities of terrorism and war. Let's embark on a journey together!",1,612,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[64],ESFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
86,user86,user_86,"28-year-old ISTJ in the field of Information Technology. Passionate about unraveling the complexities of digital warfare and shaping the future of education. Constantly seeking knowledge and innovation in technology, terrorism, and war strategies.",1,211,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[122],ISTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
87,user87,user_87,"Hello, I'm Aria Luna, a 21-year-old ISFJ passionate about Business Management & Administration. I thrive in organizing and ensuring smooth operations. My interests include staying updated on politics and the fascinating world of natural disasters. Let's connect and share our insights!",1,872,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[33],ISFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
88,user88,user_88,27-year-old ENFP in the field of Health Science. Passionate about the intersection of technology and health. Always exploring the latest advancements in science and sharing insights with the community.,0,476,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[],ENFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
89,user89,user_89,"Eleanor Hart, age 57, is a seasoned lawyer with a keen interest in law, public safety, corrections, and security. With a background in counter-terrorism, she has spent decades defending the rights of the accused while advocating for a safer world. Her extensive experience has fueled her passion for understanding the complexities of terrorism and the rapid advancements in science and technology. Outside the courtroom, Eleanor is an avid reader, a dedicated hiker, and an enthusiast for historical documentaries.",0,241,,"[0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]",[],ISTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
90,user90,user_90,"57-year-old Human Services professional with a passion for understanding the complexities of terrorism and war, as well as a deep love for the entertainment industry. ESTJ by MBTI, I'm a leader who's always on the lookout for solutions and a good story.",1,585,,"[3, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",[57],ESTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
91,user91,user_91,"Hello, world! I'm Alexandria, a 49-year-old explorer of life's diverse landscapes. With a heart for agriculture and a passion for understanding the world around us, I navigate through the fields and into the stories of those who shape our food and natural resources. I'm an ESFJ at heart, finding joy in nurturing communities and cultures. When I'm not busy with my work, I dive into the depths of terrorism and war stories to understand the complexities of our world. And for a little bit of escapism, I love the glitz and glamour of entertainment. Let's connect and share the wonders of this journey together!",0,268,,"[0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],ESFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
92,user92,user_92,21-year-old ENFP with a passion for human services and social change. Currently diving into the realms of politics and education to make a difference. Let's connect and share ideas!,1,3471,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[62],ENFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
93,user93,user_93,"A lifelong learner in the world of agriculture and food science, I'm passionate about promoting health and education in sustainable living. As an INTP, I love diving into complex ideas and sharing my knowledge with the world. When I'm not in the fields, you'll find me in the library or at a local farmers' market.",0,822,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[],INTP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
94,user94,user_94,"Hey there! I'm Alexandra, an INFP with a heart for the arts. As an Arts, Audio/Video Technology & Communications professional, I spend my days capturing moments and expressing thoughts through media. I'm deeply interested in politics and health, as they are topics that fuel my passion for making a positive impact on the world around me.",0,121,,"[0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0]",[],INFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
95,user95,user_95,"Human Services professional with a passion for making a difference. Always up for a political debate or an educational exchange. ENFJ at heart, I thrive on helping others grow and learn.",1,3471,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0]",[148],ENFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
96,user96,user_96,"34-year-old ENFJ with a passion for the arts and storytelling. A communications specialist by day, I delve into the depths of business and the complexities of terrorism & war by night. Always seeking to understand the human condition through various lenses.",2,562,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[73, 33]",ENFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
97,user97,user_97,"A 26-year-old ISTP with a passion for education and training. I'm always on the lookout for ways to make learning fun and engaging. My interests include natural disasters, health, and exploring the world around us.",1,233,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",[26],ISTP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
98,user98,user_98,"In the pursuit of justice and safety, Evelyn Carter dedicates her life to the legal field. With a keen mind for detail and a strong sense of ethics, she navigates the complexities of law, public safety, corrections, and security. Outside her professional endeavors, she's fascinated by the dynamics of terrorism and the impact of natural disasters, using her knowledge to stay informed and vigilant in our ever-changing world.",0,2139,,"[10, 10, 8, 6, 7, 0, 7, 0, 2, 0, 0, 1, 15, 11, 11, 19, 28, 14, 6, 10, 17, 11, 8, 16]",[],INFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
99,user99,user_99,"40-year-old Marketing Strategist with a penchant for unraveling urban legends and staying abreast of health trends. INFP at heart, I'm always seeking balance in life's chaos.",1,139,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[13],INFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
100,user100,user_100,23-year-old ISFJ from the tech world. Passionate about understanding the complex intersections of technology and societal issues. I'm a curious mind with a focus on health and the implications of terrorism in the modern world.,1,575,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[106],ISFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
101,user101,user_101,"Educator by day, urban legend hunter by night. Passionate about health and fitness. ISTP at heart, always seeking new challenges and adventures.",0,9,,"[0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",[],ISTP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
102,user102,user_102,"Hey there! I'm Alexa, a 14-year-old ISFJ with a passion for transportation and logistics. I'm fascinated by how businesses and technology come together to make our world move. When I'm not managing the family's logistics or diving into business books, you can find me tinkering with gadgets and reading up on the latest tech trends. Let's connect and share our interests in Business and Science & Technology!",1,2211,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0]",[139],ISFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
103,user103,user_103,"42-year-old hospitality and tourism professional with a heart for politics and entertainment. A globe-trotter at heart, I love sharing my adventures and insights on both sides of the world.",1,872,,"[7, 3, 12, 6, 5, 1, 5, 0, 0, 3, 0, 0, 3, 2, 0, 2, 1, 2, 7, 11, 2, 8, 4, 2]",[137],ISFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
104,user104,user_104,"I'm Elaine, a 64-year-old ENFP with a passion for human services. My journey has taken me from the heart of community work to the edge of technological marvels. I'm fascinated by the way science and technology intersect with our daily lives, especially in the face of natural disasters. Let's explore the wonders of the world together!",1,2139,,"[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[10],ENFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
105,user105,user_105,"48-year-old INFJ with a passion for understanding the enigmatic and the unpredictable. As a Business Management & Administration professional, I blend strategic thinking with a love for unraveling urban legends and predicting the paths of natural disasters. Let's explore the unknown together!",1,2139,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 2, 0, 0, 0]",[10],INFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
106,user106,user_106,15-year-old INTP with a passion for Government & Public Administration. Always on the lookout for innovative business strategies and the latest entertainment trends. Let's connect and discuss the future!,1,518,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 8, 6, 2, 1, 2, 2]",[10],INTP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
107,user107,user_107,"Alexandre Duro, 43, is a dedicated artist and videographer with a unique perspective on the world. With a keen eye for detail and a passion for storytelling, he captures the raw emotions of terrorism and war, while also exploring the delicate balance of health and well-being. His work is a blend of activism and art, aiming to spark conversations and raise awareness.",1,4531,,"[0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0]",[92],ESTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
108,user108,user_108,"52-year-old ESFP with a heart for the arts. I've dedicated my life to the vibrant world of Arts, Audio/Video Technology & Communications. When I'm not capturing moments or creating stories, I'm diving into the depths of terrorism & war to understand the complexities of human nature. Entertainment is my escape, and I love sharing both the dark and light sides of the world with my audience.",0,332,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 4, 1, 1, 1, 3, 0, 2, 0, 0, 1, 4]",[],ESFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
109,user109,user_109,"24-year-old logistics enthusiast and entrepreneur. A true ESTJ, I thrive on organization and efficiency. My passion for business and science technology drives me to explore innovative solutions in the transportation industry. Always up for a challenge, let's connect and share insights!",1,575,,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",[127],ESTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
110,user110,user_110,"A former military strategist turned manufacturing tycoon, I've seen the best and worst of human nature. My days are now spent between factories and the pages of history books, pondering the great conflicts of our time and the unpredictable forces of nature.",1,241,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[99],INTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
111,user111,user_111,"47-year-old marketing professional with a passion for innovation. ISFP by nature, I find joy in blending business strategies with the latest in science and technology. Let's connect over the fusion of these worlds!",1,188,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 8, 6, 2, 1, 2, 2]",[148],ISFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
112,user112,user_112,45 years of navigating the corporate world. Passionate about politics and the intersection of business and policy. Let's talk strategy and social change!,1,224,,"[1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 2, 7, 3]",[3],ESTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
113,user113,user_113,"A 29-year-old Health Science professional with a passion for entertainment and the wonders of nature. Always ready for an adventure, whether it's a new movie or a natural disaster, I find inspiration in both.",1,56999,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 4, 1, 1, 1, 3, 0, 2, 0, 0, 1, 4]",[23],ESFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
114,user114,user_114,"34-year-old architect and construction enthusiast. A lifelong learner, I'm deeply passionate about science, technology, and education. My designs aim to blend functionality with innovation, inspired by the ever-evolving world around us.",1,2139,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 2, 0, 0, 0]",[71],INTP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
115,user115,user_115,"A curious ENFP in the world of Arts, Audio/Video Technology, and Communications. Always exploring the intersection of Science & Technology and Entertainment. Let's dive into the digital cosmos together!",0,127,,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0]",[],ENFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
116,user116,user_116,"Travel enthusiast with a heart for hospitality. 30 years in the industry, I've seen the world through the lens of both business and its darker corners. Business strategies meet the human story in my travels. Let's explore the world together!",0,1449,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[],ESFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
117,user117,user_117,"Born under the sign of the ISFP, Aria Bloom is a 24-year-old who has found her passion in the heart of nature. With a degree in Agriculture, Food & Natural Resources, she nurtures both the soil and the stories that grow within her. A self-proclaimed urban legend enthusiast, she's always on the lookout for the truth behind the tales. In her downtime, Aria indulges in the business world, learning the ropes of entrepreneurship while keeping her green thumb busy in her urban garden.",2,6958,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0]","[90, 126]",ISFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
118,user118,user_118,29-year-old educator and lifelong learner. Passionate about unraveling the complexities of terrorism and the marvels of science and technology. Always seeking to bridge the gap between theory and practice.,2,476,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]","[99, 13]",ENTP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
119,user119,user_119,"Hey there! I'm Emily, a dedicated ISFJ in the world of transportation and logistics. My journey began with a passion for business and education, which has shaped my career and personal growth. When I'm not managing supply chains, you can find me exploring new business strategies and educational opportunities. Let's connect and share insights!",1,149,,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3, 2, 3, 1, 0, 0, 0, 0, 0, 1]",[126],ISFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
120,user120,user_120,"A logistics expert with a passion for understanding the intricate dance of supply chains and the power of nature. I'm an INTP at heart, always analyzing and seeking knowledge. When I'm not on the road, you'll find me diving into the complexities of natural disasters and health trends. Let's explore the world together!",1,476,,"[1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 2, 7, 3]",[99],INTP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
121,user121,user_121,"Hi there! I'm Johnathon, a 46-year-old Marketing professional with a passion for uncovering the truth behind urban legends and keeping up with the latest in science and technology. My days are filled with strategic campaigns, but my nights are dedicated to the world of mysteries and innovations. Let's unravel the unknown together!",1,78,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[10],ENTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
122,user122,user_122,"Hi there! I'm Emily, a 34-year-old Human Services professional with a passion for understanding the human experience. I'm an ENFP, which means I'm always on the lookout for new adventures and experiences. My interests range from urban legends that keep me up at night to the latest entertainment trends. Let's explore the world together!",1,277,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 2, 2, 1, 0]",[85],ENFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
123,user123,user_123,"31-year-old ESFP with a passion for the arts and audio/video technology. I'm always exploring new ways to merge business strategies with creative expression. Health and wellness are also a big part of my life, both professionally and personally.",1,182,,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 1, 1, 2, 0, 0, 0]",[129],ESFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
124,user124,user_124,31-year-old manufacturing engineer turned social critic. Passionate about peeling back the layers of complex issues like terrorism & war and the transformative power of education. Always looking to engage in meaningful conversations and share insights.,1,9,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[106],ESFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
125,user125,user_125,41-year-old ISFJ with a passion for education and training. I'm fascinated by the stories behind urban legends and the science of natural disasters. Let's explore the unknown together!,0,1190,,"[7, 3, 12, 6, 5, 1, 5, 0, 0, 3, 0, 0, 3, 2, 0, 2, 1, 2, 7, 11, 2, 8, 4, 2]",[],ISFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
126,user126,user_126,"Hey there! I'm Alexandra, a 26-year-old ENFP with a passion for education and training. My days are filled with inspiring young minds and exploring the wonders of science and technology. I'm also quite fascinated by urban legends and how they intertwine with our cultural fabric. Let's unravel the mysteries together!",0,1718,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[],ENFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
127,user127,user_127,"Hi there! I'm Emily, a 44-year-old ENTP with a passion for the intersection of technology and business. With a background in STEM, I love exploring new educational tools and sharing insights on the latest business trends. Let's connect and learn together!",1,612,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[106],ENTP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
128,user128,user_128,A dedicated ISTJ with a passion for unraveling the mysteries of science and technology. Always intrigued by the political landscape and the enigmatic world of urban legends. #TechEnthusiast #PolityWatcher #UrbanLegends,1,355,,"[0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",[64],ISTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
